number,title,category,dept,question,answer,comment
950,대학 생활의 꽃 과팅,대학 생활,비서과,"많이 들어오는 편인가용 ? 새내기는 궁금한점이 많답니다 ,, ㅎㅎ 🥺🙂",하.. 제 얼굴이 갈려서 그런지 없네요....,None
950,대학 생활의 꽃 과팅,대학 생활,비서과,"많이 들어오는 편인가용 ? 새내기는 궁금한점이 많답니다 ,, ㅎㅎ 🥺🙂",코로나 때문에 올해는 공식적으로 없었어요 코로나 이전에는 꽤 있었던 걸로 알고 있어요,None
950,대학 생활의 꽃 과팅,대학 생활,비서과,"많이 들어오는 편인가용 ? 새내기는 궁금한점이 많답니다 ,, ㅎㅎ 🥺🙂",과팅이 공식적..? 그냥 본인이 이쁘면 코로나고 뭐고 알아서 들어오는거에요~,None
950,대학 생활의 꽃 과팅,대학 생활,비서과,"많이 들어오는 편인가용 ? 새내기는 궁금한점이 많답니다 ,, ㅎㅎ 🥺🙂",코로나 이전에는 단톡으로 과팅 엄청 들어왔었어요!  근데 코로나 이후로는 거의 없어요!,None
950,대학 생활의 꽃 과팅,대학 생활,비서과,"많이 들어오는 편인가용 ? 새내기는 궁금한점이 많답니다 ,, ㅎㅎ 🥺🙂",단톡에는 없구 개인적으로 많이 들어오는 편인데 이건 사람마다 케바케,None
951,인하공전 수시 2차,입시 상담,패션디자인과,제가 내신은 3등급대인데 생기부 내용이 패션 관련해서 아무것도 없는데 합격 가능성 있을까요?ㅠㅠ,모집요강 제대로 안읽어보신거 같은데여,None
952,항공운항과 질문 있습니다!,대학 생활,항공운항과,항공운항과 공강인 날 있나요??,없는 학기도 있지만 대부분 있어요~!!!,None
953,정말 뼈문과인데,입시 상담,항공기계공학과,수시 2차 지원하려고 하는데 만약에 붙는다면 커리큘럼따라가기 많이 힘들까요ㅠㅠ?,진짜 왜 이 시국에 항기야... 취업문도 좁은데 정신차려 다른 좋은과도 많아,[질문자]아 넵…
953,정말 뼈문과인데,입시 상담,항공기계공학과,수시 2차 지원하려고 하는데 만약에 붙는다면 커리큘럼따라가기 많이 힘들까요ㅠㅠ?,본인도 뼈문과인데 문제없이 상위권 유지중입니다,None
954,"인공,명전,동미 어디가좋을까요ㅜ",입시 상담,컴퓨터정보과,"타대학 언급 죄송합니다ㅜ
명전 컴퓨터공학과
인공 컴퓨터정보과
동미 컴퓨터소프트웨어공학과
이렇게 세개중에 어디가는게 제일 나을까요ㅜㅠㅜ",그나마 네임벨류있는 인공 추천드릴게요!,None
954,"인공,명전,동미 어디가좋을까요ㅜ",입시 상담,컴퓨터정보과,"타대학 언급 죄송합니다ㅜ
명전 컴퓨터공학과
인공 컴퓨터정보과
동미 컴퓨터소프트웨어공학과
이렇게 세개중에 어디가는게 제일 나을까요ㅜㅠㅜ",인공 동미 고민하다 인공왔는데 가까운곳 가세욤 하지만 명전은 제외합니다..,None
954,"인공,명전,동미 어디가좋을까요ㅜ",입시 상담,컴퓨터정보과,"타대학 언급 죄송합니다ㅜ
명전 컴퓨터공학과
인공 컴퓨터정보과
동미 컴퓨터소프트웨어공학과
이렇게 세개중에 어디가는게 제일 나을까요ㅜㅠㅜ",인공 아님 동미?? 그 중에서 거리 가까운 곳 가셔유,None
954,"인공,명전,동미 어디가좋을까요ㅜ",입시 상담,컴퓨터정보과,"타대학 언급 죄송합니다ㅜ
명전 컴퓨터공학과
인공 컴퓨터정보과
동미 컴퓨터소프트웨어공학과
이렇게 세개중에 어디가는게 제일 나을까요ㅜㅠㅜ",인하공전이 인지도 전문대중에는 가장높을듯,None
954,"인공,명전,동미 어디가좋을까요ㅜ",입시 상담,컴퓨터정보과,"타대학 언급 죄송합니다ㅜ
명전 컴퓨터공학과
인공 컴퓨터정보과
동미 컴퓨터소프트웨어공학과
이렇게 세개중에 어디가는게 제일 나을까요ㅜㅠㅜ",인하공전이 젤 유명해요 인공 오세요~~,None
955,기계 화공,입시 상담,전체,정시로 들어가려 하는데 영어 3등급에 나머지 몇정도 나오면 되나요??,정시모집 줄어서 확실치는 않지만 3 4 4 정도...?,None
956,공간정보빅데이터과 질문이요!,전공/진로,항공지리정보과,"1. 문과생인데  여기 들어가기전에 공부하면 좋은것 있나요?
2.  이번에 3년제로 바뀌었는데 무엇이 바뀌고 추가됬는지 궁금합니다.
3. 전망과 취업 현황이 궁금해요.",문과생이면 공전 말고 다른곳 찾아보시는게 좋을것 같습니다.,[질문자]아 따라가기 많이 힘든가요...?
956,공간정보빅데이터과 질문이요!,전공/진로,항공지리정보과,"1. 문과생인데  여기 들어가기전에 공부하면 좋은것 있나요?
2.  이번에 3년제로 바뀌었는데 무엇이 바뀌고 추가됬는지 궁금합니다.
3. 전망과 취업 현황이 궁금해요.",거긴 아냐 도망쳐... 이름만 바꾼 취업안되는 과야,[질문자]헉.. 많이 아닌가요? ㅠ
957,인하공전 4년제,입시 상담,전체,4년제버리고 인공오신분 있나요? 있다면 그 결정에 후회하시는지 만족하시는지 궁금합니다.,뭐 과마다 다르겠지만 전 4년제 버리고 인공오고 다시 편입해서 4년제 가려고 합니다 끝.,None
957,인하공전 4년제,입시 상담,전체,4년제버리고 인공오신분 있나요? 있다면 그 결정에 후회하시는지 만족하시는지 궁금합니다.,전화기 계열 다니는데 100프로 만족 합니당 이 성적으로 인서울 끝자락 지거국 중상위과 가는데 가서 인서울 4년제랑 경쟁해서 이길 자신이 없어서 왔습니다 메이저과 기준으로 결론은 거기보다 취업도 2배 이상 잘 되고 좋은 기업도 훨신 많이 가요,None
957,인하공전 4년제,입시 상담,전체,4년제버리고 인공오신분 있나요? 있다면 그 결정에 후회하시는지 만족하시는지 궁금합니다.,"안양 강남 한신같은곳보다는 여기오는게이득인듯  
전수원 용인경영버리고 여기기계옴",[답변자]내신은일반고3.8
957,인하공전 4년제,입시 상담,전체,4년제버리고 인공오신분 있나요? 있다면 그 결정에 후회하시는지 만족하시는지 궁금합니다.,"전 정시 경기대,서경대 문과버리고 왔는데 훨만족.. 물론 현재 과랑 같은 이과로 편입 하긴 할거지만^^",None
957,인하공전 4년제,입시 상담,전체,4년제버리고 인공오신분 있나요? 있다면 그 결정에 후회하시는지 만족하시는지 궁금합니다.,일반고 3.0으로 오긴 했는데 아직은 뭐.. 만족중...,None
958,전자공학과,입시 상담,디지털전자과,전망이랑 취업 면에서 볼 때 전자공학과랑 기계과 중에 어느 과가 더 낫나요?,적성 안맞는거 아니면 무조건 기계과 가세요 취업률 차이심합니다,[질문자]학과 홈페이지 보면 전자공학과도 대기업 (sk하이닉스)취업 잘 하는 거 같던데 아니었나요?? 다들 전자공학과보다 기계과를 추천하시는 거 같아 이유가 궁금합니다;[답변자]취업년도를 보시면 답나옵니다. 기계가 훨씬 좋습니다.
958,전자공학과,입시 상담,디지털전자과,전망이랑 취업 면에서 볼 때 전자공학과랑 기계과 중에 어느 과가 더 낫나요?,"기계기계기계기계 취업률, 취업의질, 취업가능계열 모든면에서 기계 압승 심지어 기계과면 전기 전자 화공 토목 건축 등등 모든 공학 계열의 자격증 응시자격얻을수있음",None
959,재료공학과,입시 상담,금속재료과,수포자 문과입니다. 공부 안하다가 3학년때 스퍼트 내서 겨우 재료공학과 예비번호 6X 나왔어요.. 이 과에 대해서 알아봤는데 다른 과에 비해 취업이 잘 안된다는 말도 있어서 전망에 대해 궁금합니다. 그리고 수업은 제가 따라갈 수 있을까요..,"제철 뿐만 아니라 정유, 반도체 등 취업은 본인 하기 나름 입니다. 저 포함 대기업 취업한 동기들 꽤 있습니다.  수업은 열심히만 한다면 충분히 따라갈 수 있습니다.",None
959,재료공학과,입시 상담,금속재료과,수포자 문과입니다. 공부 안하다가 3학년때 스퍼트 내서 겨우 재료공학과 예비번호 6X 나왔어요.. 이 과에 대해서 알아봤는데 다른 과에 비해 취업이 잘 안된다는 말도 있어서 전망에 대해 궁금합니다. 그리고 수업은 제가 따라갈 수 있을까요..,다른 과에 비해서 취업이 잘 안된다는 말은 단지 저희 과 합격 커트라인이 낮아서 생긴 말 같다고 느껴요. 저희 과 선배님들도 충분히 좋은 회사 많이 가셨어요 이번에도 그렇고 취업은 자기 하기 나름이예요 단지 취업이 잘 안된다는 말은 믿지않으시고 저희 과에 들어오시게 된다면 열심히 하셔서 좋은 성적으로 취업하실 수 있을 겁니다!,None
960,정시 한국사,입시 상담,전체,한국사 5등급인데 챙겨야 될까요?,None,None
961,인공이랑 한경대 중에서..,기타,전체,"일단은 진짜 진짜 타대학 말씀드려서 죄송합니다ㅠㅠ
제가 인공 전자 최초합한 상태인데요 
만약 과는 같고 한경대랑 인공 붙는다면 어디가 더 괜찮을까요...? 비교해서 진짜 죄송합니다ㅠㅠ",전자여서 애매한데 전 한경 화공붙고 인공 화공 왔어요 메이저과면 무조건 인공이 맞는데 ...,[질문자]인공 메이저과는 항공 아니었나요??? 화공도 있었나요?;[답변자]공과도 유명해요~;[질문자]감사합니다 :)
961,인공이랑 한경대 중에서..,기타,전체,"일단은 진짜 진짜 타대학 말씀드려서 죄송합니다ㅠㅠ
제가 인공 전자 최초합한 상태인데요 
만약 과는 같고 한경대랑 인공 붙는다면 어디가 더 괜찮을까요...? 비교해서 진짜 죄송합니다ㅠㅠ",한경이 어디지.. 인공이 더 이름있어서 낫지 않을까요,[질문자]만약 인공으로 가면 사무직 쪽으로 취직하긴 어렵겠죠..?;[답변자]아무래도 사무직보단 생산직이 많겠죠  저도 사무직하고싶어서 편입하려고하니깐요
961,인공이랑 한경대 중에서..,기타,전체,"일단은 진짜 진짜 타대학 말씀드려서 죄송합니다ㅠㅠ
제가 인공 전자 최초합한 상태인데요 
만약 과는 같고 한경대랑 인공 붙는다면 어디가 더 괜찮을까요...? 비교해서 진짜 죄송합니다ㅠㅠ",한경 처음들어욤..나라면 뱀머리할듯요,None
962,면접 질문,입시 상담,비서과,면접 볼때 어두운 갈색으로 염색하고 가도 괜찮을까요??,어울리고 단정하면 괜찮지 않을까요?!,None
963,🤔,입시 상담,전체,내년부터 대면 하겠쥬?,1학년은 서서히 나오고 있고 2학년은 이미 지금도 대면하고 있습니다~,None
964,반수해서 여기 오는거,입시 상담,전체,"한양여대에서 반수로 인하공전 오는거 메리트 없나요??
과가 마음에 안들어서요",전문대에서 전문대는 거기서 거기 아닐까요,None
964,반수해서 여기 오는거,입시 상담,전체,"한양여대에서 반수로 인하공전 오는거 메리트 없나요??
과가 마음에 안들어서요",반수를 할꺼면 4년제를 가야지 무슨 전문대를 또..,[질문자]공부를 또 한단게 아니라 그냥 수시교과로 다시넣게요;[답변자]무슨과 갈껀지를 알아야 그럴만한 가치가 있는지 없는지 알 수 있어요ㅠ;[질문자]기계나 화학같은 공학쪽이요
964,반수해서 여기 오는거,입시 상담,전체,"한양여대에서 반수로 인하공전 오는거 메리트 없나요??
과가 마음에 안들어서요",올만한듯요  과가좋네요♡-♡~~~~~~~~~,None
965,자동차공학과 정시,입시 상담,자동차공학과,국어 탐구 4 3이면 붙을 수 있을까요??,None,None
966,학점,대학 생활,호텔경영과,학점딸만한지 궁금합니다…!,일단 최근 2년간은 절대평가였고 22부터는 상대평가 할꺼같음 상대라는거 자체가 반애들이 얼마나 잘하느냐에 따라 학점이 따기 쉬운지 아닌지가 결정됨ㅇㅇ 그러니깐 그런 고민은 학교 들어와서 하세요~,[질문자]넵!;[답변자]아래 댓글은 절대평가만 겪어봤기 때문에 절대평가 기준으로 얘기하는거에요 저도 마찬가지로 절대평가만 겪었기에 확답을 할 수 없는거구요ㅠ 내년 부터는 상대평가일꺼에요 선배들 얘기 들어봤을 때 상대평가가 실시되면 아래 애처럼 b쁠을 거저먹는 수준으로 주지 않는다고 합니다. 절대적으로 믿지는 마세요!!;[질문자]아아..ㅠㅜㅜ네넵! 알려주셔서 감사합니다! 혹시 왜 내년부터는 상대로 바뀌는 건지 알려주실 수 있으신가요..?
966,학점,대학 생활,호텔경영과,학점딸만한지 궁금합니다…!,뭐야 위에 꼰대인가 걍 답해주지.. 학점따기 너무 쉬워요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ^^ 주의해야할 교수님들 있는데 여기서 밝히면 욕 머글까봐 못 남기겠음 ㅠㅠ 진짜 열심히하면 B+는 걍 거저먹기임 참고로 난 학점 높음 궁금한 거 있음 더 물어봐요,[질문자]아아!! 알려주셔서 정말 감사합니다ㅠ.ㅠ!! 혹시 과제나 팀플 같은 거 많나욤..?;[답변자]과제는 타 과에 비해 수ㅣ워요 팀플은 한 학기에 두 ㄱㅐ정도? ㅋㅋㅋㅋㅋㅋ 궁금한 거 있음 더 무러봐요🥰
967,외모 많이 보나요 ??,입시 상담,호텔경영과,제가 이번 내신 산출 방식으로 하면 3.2 나오는데 외모가 많이 딸려요… 와모에 대한 자신감도 없구… 외모를 많이 보나요 ? 듣기로는 서비스과는 이쁘면 뽑는다 뭐 이런 카더라가 있더라구요…ㅠㅠ,"서비스과는 무조건 이쁘고 잘생긴 사람을 뽑는게 아닙니다..그 사람이 얼마나 서비스인으로서 자세가 잘 돼있나를 보는거에요 거기에 면접 자세 태도 외형이 다 포함돼있고요. 본인이 외모가 부족하다고 생각하면 자세, 태도를 남들보다 더 바르게 하고 면접 답변도 잘하면 되는거에요. 괜히 외모때문에 자신감 떨어져서 면접 못보지 마시고 부수적인걸 준비해서 자신감 있게 보고 오세요",[질문자]조언 정말 감사드립니다 ! 자신감을 가지고 열심히 해보겠습니다.
968,기계과 아싸는 살아남기 힘든 곳인가요,입시 상담,기계과,"아무래도 혼자인게 편한 성격이라..
아싸 무시하고 그런 분위기인가요?",무시..? 아싸면 무시가 아니라 그냥 신경을 안쓰는거죠 그리고 분위기는 반마다 다르고 학년마다 다릅니다~,None
968,기계과 아싸는 살아남기 힘든 곳인가요,입시 상담,기계과,"아무래도 혼자인게 편한 성격이라..
아싸 무시하고 그런 분위기인가요?","걱정마라, 얘들 다 안경 너드남들이여서 은근히 서로 잘 맞는다.  남초에서는 롤 한판이면 친구되니까 걱정하지 마라",None
969,동양미래대랑 인공이랑 어디가 더 낫나요,공부 방법,화공환경과,학점 따긴 동미대가 더 쉽다는데 왜 그런가요?,학생들의 수준 차이 아닐까요 @@@@,[질문자]이번에 입학하면 학점 상대평가인가요?;[답변자]그건 정확히 모르지만 저희 이번학기도 상대평가였다가 절대평가로 바뀐거라서 제 생각에는 코로나가 더 심해지지 않는 한 상대평가로 할 것 같아요
969,동양미래대랑 인공이랑 어디가 더 낫나요,공부 방법,화공환경과,학점 따긴 동미대가 더 쉽다는데 왜 그런가요?,수준차이도 수준차이겠고 거기 말론 상평 비율이 더 후하다는데 재학생은 아니라 모르겠네요,[질문자]상대평가로 바뀌면 학점 조금 낮아도 기업에서 감안해주나요? 백분위로 보는지 아님 그냥 학점만 보는지 궁금하네요..
969,동양미래대랑 인공이랑 어디가 더 낫나요,공부 방법,화공환경과,학점 따긴 동미대가 더 쉽다는데 왜 그런가요?,인지도인하공전이 전문대중에는 가장높을듯,None
970,대학 준비 어떻게 하면 될까요?,공부 방법,컴퓨터정보과,코딩공부는 하고 있는데 그 외에 해야 할 준비는 뭐가 있을까요?,"코딩은 와서 다 배우기때문에 생각보다 필요없구요 ..
컴퓨터기초에 대한 지식이 잇으면 좋습니당
근데 우선 놀아요 .. 끝내주게 놀아야 들어와서 재밋게하죠",None
971,항공경영과 남 여,대학 생활,항공경영과,면접 남 여 따로보던데 수업은 같이 듣나요??,당연한 소리를..남녀가 분반인 대학이 한국에 존재하긴 하나요,None
972,뭐가 더 편할까요,기타,비서과,안녕하세요 !! 선배님들은 노트북이랑 아이패드 중에 뭐 사용하시나요 ?,"노트북은 필수에요 ~ 과제 제출이나 문서작성할 때 필요합니다
아이패드는 온라인 강의 교안 다운받고 문제 풀고 필기할 때 많이들 써요 저도 처음엔 노트북만 쓰다가 아이패드 구매하고 실용성 있게 잘 사용중입니다",[질문자]답변 감사해용 ☺️
972,뭐가 더 편할까요,기타,비서과,안녕하세요 !! 선배님들은 노트북이랑 아이패드 중에 뭐 사용하시나요 ?,"무조건 노트북 먼저요ㅜㅜ
노트북 없으면 아예 과제 못해용",None
973,일반고 예비,입시 상담,전기정보과,19번인데 추합 가능하겠죠? 2차 써야할까요??,전년도 입시결과 찾아보시면 아실테지만 예비는 50번이상 돌아요,None
973,일반고 예비,입시 상담,전기정보과,19번인데 추합 가능하겠죠? 2차 써야할까요??,붙으셔요 걱정하지 않으셔도 될듯합니다,None
974,"과제, 팀플 관련 질문",전공/진로,화공환경과,"과제는 어떤 식으로 내주나요??
그리고 팀플 많나요...? 궁금해요!","1. 팀플 일년에 한두번
2. 과제 교수님마다 다르심. 강의듣고 문제풀거나 레포트쓰는게 대다수",None
974,"과제, 팀플 관련 질문",전공/진로,화공환경과,"과제는 어떤 식으로 내주나요??
그리고 팀플 많나요...? 궁금해요!",코로나풀리면 대면수업들어가기땜에 팀플많아질거임 요샌 다 비대면이라 선배들에비해 조별과제 진짜많이 사라진거 실험도 조짜서하는게 기본임,None
975,노트북이나 아이패드,전공/진로,화공환경과,"이 학과에 붙어서 진학 예정인 학생인데요
화공과에서는 노트북이나 아이패드 중에 어떤 걸 더 많이 쓰나요? 지금 당장 필요하기도 해서 미리 새로 사려구요!",컴퓨터 없으면 노트북이요 +아이패드는 자유입니다,[질문자]집에 데스크탑 있고 통학할껀데 괜찮을까요
975,노트북이나 아이패드,전공/진로,화공환경과,"이 학과에 붙어서 진학 예정인 학생인데요
화공과에서는 노트북이나 아이패드 중에 어떤 걸 더 많이 쓰나요? 지금 당장 필요하기도 해서 미리 새로 사려구요!",데스크탑 있으시면 저는 노트북 안살듯합니다 ~,None
976,자동차과,입시 상담,자동차공학과,"인하공전 자동차과 / 대림대 자동차과
어디 가는 게 더 좋을까요?
기업 연계 프로그램이나, 취업률, 편입, 시설, 인지도 등 궁금합니다. 
거리는 두 곳 다 비슷합니다.",대림대 자동차 추천드려요. 아시겠지만 뉴스 자동차 관련 인터뷰 보면 대부분 대림대 자동차과 교수가 하더라고요 또 그만큼 자동차 분야 관련해서는 인지도도 괜찮습니다.,None
976,자동차과,입시 상담,자동차공학과,"인하공전 자동차과 / 대림대 자동차과
어디 가는 게 더 좋을까요?
기업 연계 프로그램이나, 취업률, 편입, 시설, 인지도 등 궁금합니다. 
거리는 두 곳 다 비슷합니다.",대림대자동차도 이제...저는인하공전추천,[답변자]학교 인지도는인하공전압살;[질문자]대림대 자동차과가 이제 별로인 이유가 뭔가요?
977,인공 호경과 다니시는 선배님,대학 생활,호텔경영과,인공 호경가면 취업률 괜찮을까요 / 호텔 실습 신청할때 조건들이 있나요 / 입학하신거 후회하시나요,"- 취업률 좋구요, 교수님들께서 많이 지원 해주세요:)
-  각 호텔별로 실습조건이 달라서 본인에게 최적의 조건을 찾아 지원하시면 됩니다🙂 아무래도 단기간으로 진행되는 실습이라서 크게 까다로운 조건은 없으니 걱정 안하셔도 돼요!
- 전혀 후회한 적 없습니다. 학교 그리고 호텔경영과에 큰 자부심을 느끼면서 다니고 있습니다!",[질문자]자세하게 알려주셔서 감사합니다 학과 분위기는 어떤가요
978,수시 2차,입시 상담,화공환경과,"수시 2차로 지원해볼려고 하는데
추합 가능할까요 ..
인하공전식으로 3.5입니다",None,None
979,탐구 40점이라는게,입시 상담,전체,백분위 80이라는건가요?,None,None
980,입학 전 공부,전공/진로,화공환경과,"전역하고 머리 리셋인상태로 입학하는데
화학이랑 수학은 공부를 하고 들어가려는데 화공에 생명도 들어있는 것 같은데 생명과학도 공부하고 들어가야 할까요?? 공학인데 물리도 좀 공부를 해야하나요.??
수업이 기초도 차근차근 가르쳐 주시는 타입인가요?","과 씹어 드시고 싶으면 화1, 화2(이상 기체 까지만) 하고 생 1 하세요",[질문자]수학은 필요없나요?;[답변자]넹;[질문자]혹시 수학은 안해도 되는 이유가 있을까요? 미적분 이런것도 다 화공에서 쓰이지 않나요?;[답변자]거의 기초적인 수학만 사용하고 계산기 쓰기때문에 크게 필요없어요;[질문자]그렇다면 선배님께서 수업을 듣고 시험을 치르실 때 미적분은 별로 상관이 없으셨나요?;[답변자]내 전혀 필요없어요;[질문자]혹시 생1에서 유전파트 많이 중요한가요? 학과공부에?;[답변자]아뇨;[질문자]아예 필요없진 않죠??
981,전과,입시 상담,디지털전자과,재료공학과로 지원해서 붙으면 1학년 다니고 군대 갔다와서 전자과로 전과한다면 1년만 다니고 졸업하는건가요? 아니면 전과조건이 따로 있나요?,전과노리시지말고 그냥 전자과로 쓰세요,None
981,전과,입시 상담,디지털전자과,재료공학과로 지원해서 붙으면 1학년 다니고 군대 갔다와서 전자과로 전과한다면 1년만 다니고 졸업하는건가요? 아니면 전과조건이 따로 있나요?,전과하고 싶다고 다 시켜주는거 아니죠 당연히,None
982,상대평가로 바뀌고 대면 실시하면 학점 따기 어려워질까요?,대학 생활,화공환경과,ㅜㅜ..,당연당연당연당연당연당연당연당연당연당연당연,None
982,상대평가로 바뀌고 대면 실시하면 학점 따기 어려워질까요?,대학 생활,화공환경과,ㅜㅜ..,교바교긴 한데 출석 잘하고 성실히 공부하면 학점 잘 받아요,None
983,인공 한여 비서과 둘다 붙었는데 어디로 가는게 좋을까요ㅠㅠ,대학 생활,비서과,"저희 할머니 집이 서울인데 한여는 40분 거리고
인공은 1시간 40분 거리입니당 ㅠㅠ
부모님은 아무래도 인서울인 한여를 더 좋아하시는데
저는 아무래도 잘 알려진 인공을 원하긴 하는데
어떻게 하는게 좋을까욤..ㅠㅠㅠ","저는 무조건 인하공전 왔어용!!
취업률 비교 했을 때 인하공전이 네임도 그렇고 인하공전 홈페이지 들어가서 보면 모든 과 통틀어서 취업률 1위과가 비서학과에용 그만큼 본인역량 발전도 크고 자랑스럽게 다니고 있어요~~","[답변자]아래 댓글보고 다시 한 번 남겨요
요즘 계약직,파견직 취직도 어려운거 아시죠? 그리고 실제로 우리과 선배님 중에서 계약직으로 시작했지만 1년만에 정규직 전환으로 다니고 계시는 선배님들 반이에요. 본인이 그 회사에서 얼마나 더 열심히 한거에 대한 차이겠지만 계약직으로라도 취업을 하는건 학교 네임이나 명성 그리고 교수님들 지도에 따라 달라지는 중요한 사항이죠 그걸 알고 말하는건지 궁금하네요!"
983,인공 한여 비서과 둘다 붙었는데 어디로 가는게 좋을까요ㅠㅠ,대학 생활,비서과,"저희 할머니 집이 서울인데 한여는 40분 거리고
인공은 1시간 40분 거리입니당 ㅠㅠ
부모님은 아무래도 인서울인 한여를 더 좋아하시는데
저는 아무래도 잘 알려진 인공을 원하긴 하는데
어떻게 하는게 좋을까욤..ㅠㅠㅠ",모든 과 통틀어서 취업 1위면 뭐해요 거의 계약직이나 파견직인게 중요하지 집 가까운데 가는거 추천이요,None
983,인공 한여 비서과 둘다 붙었는데 어디로 가는게 좋을까요ㅠㅠ,대학 생활,비서과,"저희 할머니 집이 서울인데 한여는 40분 거리고
인공은 1시간 40분 거리입니당 ㅠㅠ
부모님은 아무래도 인서울인 한여를 더 좋아하시는데
저는 아무래도 잘 알려진 인공을 원하긴 하는데
어떻게 하는게 좋을까욤..ㅠㅠㅠ","계약직, 파견직 하시는데 그럼에도 정규직 전환되시는 분들 많아요 이번에 채용 공고 올라온건 엘지 현대 정규직이었어요 인서울이어도 비서과 네임밸은 차이 있다고 생각해요 얻어가는 것도 많고 배우는 것도 많아서 저는 다시 와도 인하공전 올 것 같아요 참고로 저도 한여 50분 인공 1시간 40분 거리입니다",[답변자]현직 비서 분들께서도 인하공전이면 기업에서 좋아하신다고 카페에 댓글 남기신거봤어요! 그만큼 인하공전의 인지도는 말 하지 않으셔도 아실 수 있을거라고 생각합니다
983,인공 한여 비서과 둘다 붙었는데 어디로 가는게 좋을까요ㅠㅠ,대학 생활,비서과,"저희 할머니 집이 서울인데 한여는 40분 거리고
인공은 1시간 40분 거리입니당 ㅠㅠ
부모님은 아무래도 인서울인 한여를 더 좋아하시는데
저는 아무래도 잘 알려진 인공을 원하긴 하는데
어떻게 하는게 좋을까욤..ㅠㅠㅠ","계약직, 파견직이여도 커리어가 돼요 ! 결코 학교에서 배운 게 허투루 쓴 시간이 아니라고 느낍니다 .. 거리 상관없이 본인이 가장 원했던 곳으로 가세요 적어도 후회는 하지 말자구용",None
983,인공 한여 비서과 둘다 붙었는데 어디로 가는게 좋을까요ㅠㅠ,대학 생활,비서과,"저희 할머니 집이 서울인데 한여는 40분 거리고
인공은 1시간 40분 거리입니당 ㅠㅠ
부모님은 아무래도 인서울인 한여를 더 좋아하시는데
저는 아무래도 잘 알려진 인공을 원하긴 하는데
어떻게 하는게 좋을까욤..ㅠㅠㅠ",비서과 오지마세요 (성의 100% ㅈㅂㅈㅂ),None
983,인공 한여 비서과 둘다 붙었는데 어디로 가는게 좋을까요ㅠㅠ,대학 생활,비서과,"저희 할머니 집이 서울인데 한여는 40분 거리고
인공은 1시간 40분 거리입니당 ㅠㅠ
부모님은 아무래도 인서울인 한여를 더 좋아하시는데
저는 아무래도 잘 알려진 인공을 원하긴 하는데
어떻게 하는게 좋을까욤..ㅠㅠㅠ",거의 대부분의 대기업이 신입은 파견계약직으로만 뽑아서 어쩔 수 없어요 기업이 그렇게 뽑는데 뭐 어떻게 하라는건지.. 대신 경력을 인정해주기 때문에 이직할 때는 정규직으로 많이 가요 파견계약직에서 정규직으로 전환되는 경우도 많고요,None
984,이번에 최초합한 학생입니다,입시 상담,호텔경영과,"원래는 4년제 목표인 학생이지만 이번에 인공 호텔 최초합을 해서 고민중입니다 혹시 인공 호경과 장점과 단점 있을까요 
그리고 수도권 or 충청권에 관광쪽 잘 밀어주는 4년제 호텔과로 가는게 나을까요 아니면 인공에 진학하는게 나을까요",인공 서비스과는 다 유명해서 인공 추천이염,None
984,이번에 최초합한 학생입니다,입시 상담,호텔경영과,"원래는 4년제 목표인 학생이지만 이번에 인공 호텔 최초합을 해서 고민중입니다 혹시 인공 호경과 장점과 단점 있을까요 
그리고 수도권 or 충청권에 관광쪽 잘 밀어주는 4년제 호텔과로 가는게 나을까요 아니면 인공에 진학하는게 나을까요",그냥 어영부영 있는 호텔과 보단 인공이 낫죠 나중에 4년제 가고싶으면 편입하세요~,None
985,화학생명공학과 추합 대기,입시 상담,화공환경과,"인하공전 예비번호 9번 받았는데 걱정안해도 될까요?? 성적산출방법이 바꼈다고해도 충분히 가능할 것 같지않나요?? 
그리고 현재 화공의 분위기나 취업 자체에 대해서도 여쭙고싶습니다!! 또한 화학이 노베이스인데 화학1, 2를 다 보는게 좋을까요?? (미적분이나 물리는 선행되어있습니다.) 답변 기다리겠습니다.","취업 잘됨 그냥 자기 스펙에 따라 골라가는거임
삼바많이감",None
985,화학생명공학과 추합 대기,입시 상담,화공환경과,"인하공전 예비번호 9번 받았는데 걱정안해도 될까요?? 성적산출방법이 바꼈다고해도 충분히 가능할 것 같지않나요?? 
그리고 현재 화공의 분위기나 취업 자체에 대해서도 여쭙고싶습니다!! 또한 화학이 노베이스인데 화학1, 2를 다 보는게 좋을까요?? (미적분이나 물리는 선행되어있습니다.) 답변 기다리겠습니다.","저는 예비 18번인가?로 들어왔는데, 입학처에서 전년도 입결자료 보시면 예비 번호까지 있으니 참고하셔도 좋을 것 같네요. 그래도 인하공전이 양심이 있지.. 붙지 않을까요!?

 취업은 다방면으로 열려있습니다. 다만 교과과정이 거의 정해져있기 때문에, 어떤 분야로 가고 싶은지에 따라 준비해야할 자격증들이 나뉩니다. 잘 놀고 이런 분위기는 절대 아닙니다. 얘들 다 조용히 열심히 해요!!

 화학 노베이스라면 지옥을 맛보실 수 있습니다. 교차지원으로 공대에 들어간 문과생들이 자퇴나 전과를 한다는 괴담이 가끔 들리듯 말이죠.. 그래서 1-1학기부터 학점을 어느정도 챙기려면, 화1은 학습하고 오셔야 합니다. 제가 정시로 들어와서 화2는 잘 모르겠네요..😭",None
